Model,SoldPrice,Kilometers,Year,Owner,ConditionScore,Brand,Age,OwnerRank,FuelType_Diesel,FuelType_Petrol,Transmission_AUTOMATIC,Transmission_MANUAL,FeaturesVector
grandi10 magna1.2,3640.79,106064,2013,First Owner,8.4,hyundai,13,1,0,1,0,1,"[0.49999999999999994, 0.12298822879920653, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
elitei20 sportz,6536.39,35153,2016,First Owner,9.8,hyundai,10,1,0,1,0,1,"[0.28571428571428564, 0.04004828250881904, 0.9500000000000002, 0.0, 1, 0, 1, 0]"
swift dzire vxi1.2 bs,4256.39,135829,2013,Second Owner,7.6,maruti,13,2,0,1,0,1,"[0.49999999999999994, 0.15780239728270531, 0.3999999999999999, 0.5, 1, 0, 1, 0]"
elitei20 sportz,6634.79,58361,2016,Second Owner,9.4,hyundai,10,2,0,1,0,1,"[0.28571428571428564, 0.06719315810650224, 0.8500000000000001, 0.5, 1, 0, 1, 0]"
ritz vxibs,3535.19,45465,2014,Second Owner,9.0,maruti,12,2,0,1,0,1,"[0.42857142857142855, 0.05210955263822739, 0.75, 0.5, 1, 0, 1, 0]"
verna fluidic1.6 sx,4985.99,49718,2013,First Owner,8.6,hyundai,13,1,1,0,0,1,"[0.49999999999999994, 0.05708400782251499, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
eeco5 strwithac,4678.79,32883,2017,First Owner,8.6,maruti,9,1,0,1,0,1,"[0.21428571428571425, 0.03739321237753927, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
santro xing xoerlxeuro,2587.19,82791,2007,First Owner,8.6,hyundai,19,1,0,1,0,1,"[0.9285714285714284, 0.09576732696428404, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
magnao,2828.39,71611,2011,Second Owner,8.2,hyundaii20,15,2,0,1,0,1,"[0.6428571428571428, 0.08269081415912642, 0.5499999999999998, 0.5, 1, 0, 1, 0]"
ciaz vdi,5896.79,103867,2014,First Owner,8.6,maruti,12,1,1,0,0,1,"[0.42857142857142855, 0.12041854198051857, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
elitei20 sportz,6658.79,109448,2016,First Owner,9.0,hyundai,10,1,1,0,0,1,"[0.28571428571428564, 0.12694627167332578, 0.75, 0.0, 0, 1, 1, 0]"
swift dzire,3377.99,97436,2010,First Owner,8.4,maruti,16,1,1,0,0,1,"[0.7142857142857142, 0.11289662303150527, 0.6000000000000001, 0.0, 0, 1, 1, 0]"
astar,2398.79,68714,2010,Second Owner,8.4,maruti,16,2,0,1,0,1,"[0.7142857142857142, 0.0793023832470923, 0.6000000000000001, 0.5, 1, 0, 1, 0]"
scorpio,13411.19,72706,2017,First Owner,8.6,mahindra,9,1,1,0,0,1,"[0.21428571428571425, 0.08397156384800367, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
swift dzire,2321.99,89412,2008,Second Owner,9.0,maruti,18,2,0,1,0,1,"[0.857142857142857, 0.10351147645291987, 0.75, 0.5, 1, 0, 1, 0]"
etios,3149.99,170425,2011,First Owner,8.4,toyota,15,1,0,1,0,1,"[0.6428571428571428, 0.19826706964471183, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
duster rxz85 ps,10408.79,32783,2017,First Owner,8.8,renault,9,1,1,0,0,1,"[0.21428571428571425, 0.03727624893563267, 0.7000000000000002, 0.0, 0, 1, 1, 0]"
vitara brezza,11224.79,4566,2019,First Owner,9.8,maruti,7,1,1,0,0,1,"[0.07142857142857145, 0.004272674532848013, 0.9500000000000002, 0.0, 0, 1, 1, 0]"
dzire vdi,7840.79,13492,2018,First Owner,9.8,maruti,8,1,1,0,1,0,"[0.14285714285714285, 0.014712831357430923, 0.9500000000000002, 0.0, 0, 1, 0, 1]"
celerio vxi,5703.59,20324,2018,First Owner,9.0,maruti,8,1,0,1,0,1,"[0.14285714285714285, 0.022703773708489673, 0.75, 0.0, 1, 0, 1, 0]"
ertiga,5759.99,62769,2014,First Owner,8.2,maruti,12,1,0,1,0,1,"[0.42857142857142855, 0.07234890662574506, 0.5499999999999998, 0.0, 1, 0, 1, 0]"
brio1.2 smti,4065.59,29104,2015,First Owner,9.0,honda,11,1,0,1,0,1,"[0.35714285714285715, 0.032973163907888944, 0.75, 0.0, 1, 0, 1, 0]"
swift dzire vdibs,3997.19,95472,2012,First Owner,8.4,maruti,14,1,1,0,0,1,"[0.5714285714285714, 0.1105994610324597, 0.6000000000000001, 0.0, 0, 1, 1, 0]"
city vxmt,7276.79,90509,2015,First Owner,8.6,honda,11,1,0,1,0,1,"[0.35714285714285715, 0.10479456541063525, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
go remix,3968.39,34119,2018,First Owner,8.8,datsun,8,1,0,1,1,0,"[0.14285714285714285, 0.03883888051950482, 0.7000000000000002, 0.0, 1, 0, 0, 1]"
swift,7936.79,27055,2019,First Owner,9.8,maruti,7,1,0,1,0,1,"[0.07142857142857145, 0.030576582983222758, 0.9500000000000002, 0.0, 1, 0, 1, 0]"
ritz,3257.99,16061,2012,First Owner,8.8,maruti,14,1,1,0,0,1,"[0.5714285714285714, 0.017717622180011414, 0.7000000000000002, 0.0, 0, 1, 1, 0]"
laura ambition2.0 tdicr,3869.99,109457,2012,Second Owner,8.4,skoda,14,2,1,0,0,1,"[0.5714285714285714, 0.12695679838309737, 0.6000000000000001, 0.5, 0, 1, 1, 0]"
wagon r1.0,1790.17,62834,2010,Third Owner,8.4,maruti,16,3,0,1,0,1,"[0.7142857142857142, 0.07242493286298435, 0.6000000000000001, 1.0, 1, 0, 1, 0]"
go remix,3397.08,19549,2018,First Owner,9.2,datsun,8,1,0,1,1,0,"[0.14285714285714285, 0.02179730703371354, 0.7999999999999998, 0.0, 1, 0, 0, 1]"
alto800,3892.79,3495,2019,First Owner,9.8,maruti,7,1,0,1,0,1,"[0.07142857142857145, 0.003019996070028352, 0.9500000000000002, 0.0, 1, 0, 1, 0]"
brio1.2 smti,3331.19,23210,2012,First Owner,9.2,honda,14,1,0,1,0,1,"[0.5714285714285714, 0.02607933864191408, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
city svmt,8772.23,52528,2016,First Owner,9.6,honda,10,1,0,1,0,1,"[0.28571428571428564, 0.060370680540090385, 0.8999999999999999, 0.0, 1, 0, 1, 0]"
elitei20 sportz,6268.39,13900,2016,First Owner,9.8,hyundai,10,1,0,1,0,1,"[0.28571428571428564, 0.01519004220040984, 0.9500000000000002, 0.0, 1, 0, 1, 0]"
verna1.6 sx(o)crdi,11469.59,50529,2017,First Owner,9.4,hyundai,9,1,1,0,1,0,"[0.21428571428571425, 0.058032581336377495, 0.8500000000000001, 0.0, 0, 1, 0, 1]"
polo comfortline1.2 l,3267.59,45711,2010,First Owner,9.0,volkswagen,16,1,0,1,0,1,"[0.7142857142857142, 0.05239728270531762, 0.75, 0.0, 1, 0, 1, 0]"
baleno deltaddis,7204.79,24274,2018,First Owner,9.2,maruti,8,1,1,0,0,1,"[0.14285714285714285, 0.02732382966380028, 0.7999999999999998, 0.0, 0, 1, 1, 0]"
swift,5533.46,60626,2012,First Owner,8.6,maruti,14,1,0,1,0,1,"[0.5714285714285714, 0.06984238006568667, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
wagon r1.0 lxi,4580.39,29735,2017,Second Owner,8.6,maruti,9,2,0,1,0,1,"[0.21428571428571425, 0.033711203226319576, 0.6499999999999999, 0.5, 1, 0, 1, 0]"
etios vx,5669.99,56782,2015,First Owner,9.6,toyota,11,1,1,0,0,1,"[0.35714285714285715, 0.06534630535879705, 0.8999999999999999, 0.0, 0, 1, 1, 0]"
eeco5 strwithac,4119.59,29027,2015,First Owner,9.0,maruti,11,1,0,1,0,1,"[0.35714285714285715, 0.032883102057620864, 0.75, 0.0, 1, 0, 1, 0]"
kuv100 k6 d6,4857.43,38594,2016,First Owner,8.6,mahindra,10,1,1,0,0,1,"[0.28571428571428564, 0.044072994544825064, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
brio1.2 smti,3615.59,43702,2013,Third Owner,8.4,honda,13,3,0,1,0,1,"[0.49999999999999994, 0.050047487157414076, 0.6000000000000001, 1.0, 1, 0, 1, 0]"
swift,4514.39,68628,2014,First Owner,9.2,maruti,12,1,1,0,0,1,"[0.42857142857142855, 0.07920179468705262, 0.7999999999999998, 0.0, 0, 1, 1, 0]"
ertiga vdi,8986.79,69604,2018,First Owner,8.6,maruti,8,1,1,0,0,1,"[0.14285714285714285, 0.08034335788006101, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
polo highline1.2 l,3848.39,125435,2010,First Owner,8.4,volkswagen,16,1,0,1,0,1,"[0.7142857142857142, 0.14564521713093354, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
city smt,3091.19,85362,2009,Second Owner,8.8,honda,17,2,0,1,0,1,"[0.7857142857142856, 0.09877445705570267, 0.7000000000000002, 0.5, 1, 0, 1, 0]"
alto k10 vxi(o),4666.79,39845,2018,First Owner,9.8,maruti,8,1,0,1,1,0,"[0.14285714285714285, 0.045536207203076606, 0.9500000000000002, 0.0, 1, 0, 0, 1]"
creta1.6 sx,12209.99,67987,2016,First Owner,9.0,hyundai,10,1,1,0,1,0,"[0.28571428571428564, 0.07845205902443132, 0.75, 0.0, 0, 1, 0, 1]"
swift dzire vxi1.2 bs,3385.15,90479,2011,First Owner,8.6,maruti,15,1,0,1,0,1,"[0.6428571428571428, 0.10475947637806328, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
swift dzire ldibs,4090.79,123363,2014,Second Owner,8.4,maruti,12,2,1,0,0,1,"[0.42857142857142855, 0.14322173461462884, 0.6000000000000001, 0.5, 0, 1, 1, 0]"
eeco5 strwithac,3347.99,50754,2014,First Owner,7.6,maruti,12,1,0,1,0,1,"[0.42857142857142855, 0.05829574908066734, 0.3999999999999999, 0.0, 1, 0, 1, 0]"
wagon r1.0,2825.99,93112,2010,First Owner,9.0,maruti,16,1,0,1,0,1,"[0.7142857142857142, 0.10783912380346398, 0.75, 0.0, 1, 0, 1, 0]"
eon era,2432.39,50877,2012,First Owner,8.4,hyundai,14,1,0,1,0,1,"[0.5714285714285714, 0.05843961411421246, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
ciaz zeta1.5 shvsvvt,11241.59,11400,2018,First Owner,9.8,maruti,8,1,0,1,1,0,"[0.14285714285714285, 0.012265956152744898, 0.9500000000000002, 0.0, 1, 0, 0, 1]"
asta1.4,4277.99,68559,2012,First Owner,8.6,hyundaii20,14,1,1,0,0,1,"[0.5714285714285714, 0.07912108991213707, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
alto,1875.59,41402,2011,First Owner,9.0,maruti,15,1,0,1,0,1,"[0.6428571428571428, 0.04735732799356233, 0.75, 0.0, 1, 0, 1, 0]"
jetta comfortline2.0 l,4586.39,105572,2012,Second Owner,8.8,volkswagen,14,2,1,0,0,1,"[0.5714285714285714, 0.12241276866502605, 0.7000000000000002, 0.5, 0, 1, 1, 0]"
grandi10 sportz1.2 kappa,5763.59,25338,2016,First Owner,9.8,hyundai,10,1,0,1,0,1,"[0.28571428571428564, 0.028568320685686478, 0.9500000000000002, 0.0, 1, 0, 1, 0]"
eon magna,2537.99,28323,2014,First Owner,9.0,hyundai,12,1,0,1,0,1,"[0.42857142857142855, 0.03205967942659842, 0.75, 0.0, 1, 0, 1, 0]"
swift,4534.79,111379,2013,First Owner,8.8,maruti,13,1,0,1,0,1,"[0.49999999999999994, 0.12920483573654218, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
wagon r1.0 lxi,2183.99,153709,2013,First Owner,8.2,maruti,13,1,0,1,0,1,"[0.49999999999999994, 0.17871546069560496, 0.5499999999999998, 0.0, 1, 0, 1, 0]"
sportz1.2 at,4906.79,22768,2013,First Owner,8.6,hyundaii10,13,1,0,1,1,0,"[0.49999999999999994, 0.02556236022868692, 0.6499999999999999, 0.0, 1, 0, 0, 1]"
polo comfortline1.5 l,5093.99,133921,2015,First Owner,8.0,volkswagen,11,1,1,0,0,1,"[0.35714285714285715, 0.15557073481112743, 0.5, 0.0, 0, 1, 1, 0]"
rapid1.5 tdimt,9035.99,40267,2017,First Owner,9.8,skoda,9,1,1,0,0,1,"[0.21428571428571425, 0.04602979292792245, 0.9500000000000002, 0.0, 0, 1, 1, 0]"
duster rxlamt110,5943.59,85369,2016,First Owner,8.4,renault,10,1,1,0,1,0,"[0.28571428571428564, 0.09878264449663614, 0.6000000000000001, 0.0, 0, 1, 0, 1]"
scorpio,14313.59,23836,2017,First Owner,9.2,mahindra,9,1,1,0,0,1,"[0.21428571428571425, 0.026811529788249383, 0.7999999999999998, 0.0, 0, 1, 1, 0]"
wagon r1.0,4160.12,30361,2013,First Owner,9.0,maruti,13,1,0,1,0,1,"[0.49999999999999994, 0.03444339437265488, 0.75, 0.0, 1, 0, 1, 0]"
dzire,7005.59,12400,2017,First Owner,9.6,maruti,9,1,0,1,0,1,"[0.21428571428571425, 0.013435590571810875, 0.8999999999999999, 0.0, 1, 0, 1, 0]"
hexa varicor400,16568.39,27929,2018,First Owner,10.0,tata,8,1,1,0,1,0,"[0.14285714285714285, 0.03159884346548642, 1.0, 0.0, 0, 1, 0, 1]"
ritz,2699.99,80575,2012,Second Owner,8.6,maruti,14,2,1,0,0,1,"[0.5714285714285714, 0.09317541709163384, 0.6499999999999999, 0.5, 0, 1, 1, 0]"
scross zeta,8176.79,42045,2017,First Owner,9.2,maruti,9,1,1,0,0,1,"[0.21428571428571425, 0.04810940292502175, 0.7999999999999998, 0.0, 0, 1, 1, 0]"
ritz,2547.59,72428,2012,First Owner,8.2,maruti,14,1,1,0,0,1,"[0.5714285714285714, 0.08364640547950333, 0.5499999999999998, 0.0, 0, 1, 1, 0]"
santro xing,1751.99,98143,2010,First Owner,8.2,hyundai,16,1,0,1,0,1,"[0.7142857142857142, 0.11372355456578492, 0.5499999999999998, 0.0, 1, 0, 1, 0]"
swift dzire vdibs,4245.22,98618,2012,First Owner,8.6,maruti,14,1,1,0,0,1,"[0.5714285714285714, 0.11427913091484125, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
ritz,2601.59,97984,2013,First Owner,8.4,maruti,13,1,1,0,0,1,"[0.49999999999999994, 0.11353758269315342, 0.6000000000000001, 0.0, 0, 1, 1, 0]"
verna fluidic1.6 sxvtvt,5169.59,51641,2013,First Owner,8.8,hyundai,13,1,0,1,0,1,"[0.49999999999999994, 0.05933321481037886, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
swift vxi,6056.84,94628,2018,First Owner,9.0,maruti,8,1,0,1,1,0,"[0.14285714285714285, 0.10961228958276802, 0.75, 0.0, 1, 0, 0, 1]"
eeco5 strcngwithac,3799.84,45174,2015,First Owner,9.4,maruti,11,1,0,1,0,1,"[0.35714285714285715, 0.05176918902227919, 0.8500000000000001, 0.0, 1, 0, 1, 0]"
corolla altis vl,5546.39,86288,2011,Second Owner,8.6,toyota,15,2,0,1,1,0,"[0.6428571428571428, 0.09985753852775776, 0.6499999999999999, 0.5, 1, 0, 0, 1]"
magna1.2,4118.39,11234,2011,First Owner,8.8,hyundaii10,15,1,0,1,0,1,"[0.6428571428571428, 0.012071796839179945, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
tuv300,7621.19,36705,2015,First Owner,9.2,mahindra,11,1,1,0,0,1,"[0.35714285714285715, 0.041863555127209434, 0.7999999999999998, 0.0, 0, 1, 1, 0]"
city vxmt,8713.27,28410,2015,Second Owner,9.2,honda,11,2,0,1,0,1,"[0.35714285714285715, 0.03216143762105716, 0.7999999999999998, 0.5, 1, 0, 1, 0]"
vitara brezza zdi,11185.19,20273,2019,First Owner,10.0,maruti,7,1,1,0,0,1,"[0.07142857142857145, 0.02264412235311731, 1.0, 0.0, 0, 1, 1, 0]"
wagon r,2435.99,54572,2008,First Owner,8.2,maruti,18,1,0,1,0,1,"[0.857142857142857, 0.06276141329266124, 0.5499999999999998, 0.0, 1, 0, 1, 0]"
vento highline,4101.59,87834,2013,First Owner,9.8,volkswagen,13,1,1,0,0,1,"[0.49999999999999994, 0.10166579333963377, 0.9500000000000002, 0.0, 0, 1, 1, 0]"
alto800,2680.79,33341,2015,First Owner,9.4,maruti,11,1,0,1,0,1,"[0.35714285714285715, 0.03792890494147149, 0.8500000000000001, 0.0, 1, 0, 1, 0]"
santro xing gl,2325.36,136543,2011,First Owner,8.6,hyundai,15,1,0,1,0,1,"[0.6428571428571428, 0.15863751625791842, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
figo1.2 zxi,2774.39,102644,2010,Second Owner,7.4,ford,16,2,0,1,0,1,"[0.7142857142857142, 0.11898807908600088, 0.3500000000000001, 0.5, 1, 0, 1, 0]"
new wagon-rvxi,5681.88,44040,2019,First Owner,9.8,maruti,7,1,0,1,1,0,"[0.07142857142857145, 0.050442823591058374, 0.9500000000000002, 0.0, 1, 0, 0, 1]"
wagon r1.0 lxi,2873.99,88691,2012,Second Owner,8.8,maruti,14,2,0,1,0,1,"[0.5714285714285714, 0.10266817003677331, 0.7000000000000002, 0.5, 1, 0, 1, 0]"
thar crde4 x4 bs,11405.99,7961,2019,First Owner,9.6,mahindra,7,1,1,0,0,1,"[0.07142857142857145, 0.008243583385577005, 0.8999999999999999, 0.0, 0, 1, 1, 0]"
swift dzire vdibs,3914.39,57730,2012,First Owner,8.8,maruti,14,1,1,0,0,1,"[0.5714285714285714, 0.0664551187880716, 0.7000000000000002, 0.0, 0, 1, 1, 0]"
swift dzire,4615.19,72105,2012,First Owner,8.4,maruti,14,1,1,0,0,1,"[0.5714285714285714, 0.08326861356214502, 0.6000000000000001, 0.0, 0, 1, 1, 0]"
polo highline1.2 l,3813.59,50372,2011,Second Owner,8.4,volkswagen,15,2,0,1,0,1,"[0.6428571428571428, 0.057848948732584136, 0.6000000000000001, 0.5, 1, 0, 1, 0]"
city vxmto,8482.79,93031,2016,First Owner,9.2,honda,10,1,1,0,0,1,"[0.28571428571428564, 0.10774438341551965, 0.7999999999999998, 0.0, 0, 1, 1, 0]"
asta,3400.8,46121,2012,Third Owner,8.6,hyundaii20,14,3,0,1,0,1,"[0.5714285714285714, 0.05287683281713467, 0.6499999999999999, 1.0, 1, 0, 1, 0]"
eon era,2322.98,57951,2012,Third Owner,7.4,hyundai,14,3,0,1,0,1,"[0.5714285714285714, 0.06671360799468519, 0.3500000000000001, 1.0, 1, 0, 1, 0]"
alto k10 vxi,3722.39,26025,2015,Second Owner,8.6,maruti,11,2,0,1,1,0,"[0.35714285714285715, 0.029371859531584804, 0.6499999999999999, 0.5, 1, 0, 0, 1]"
brio1.2 smti,3679.19,64537,2013,First Owner,8.2,honda,13,1,0,1,0,1,"[0.49999999999999994, 0.0744168202786537, 0.5499999999999998, 0.0, 1, 0, 1, 0]"
ignisdelta1.2 k12,6026.39,17424,2017,First Owner,9.6,maruti,9,1,0,1,1,0,"[0.21428571428571425, 0.01931183389319834, 0.8999999999999999, 0.0, 1, 0, 0, 1]"
vento highline,2932.19,87793,2010,First Owner,8.2,volkswagen,16,1,0,1,0,1,"[0.7142857142857142, 0.10161783832845206, 0.5499999999999998, 0.0, 1, 0, 1, 0]"
ertiga,4567.19,81227,2012,Second Owner,8.2,maruti,14,2,1,0,0,1,"[0.5714285714285714, 0.09393801873286485, 0.5499999999999998, 0.5, 0, 1, 1, 0]"
alto800,3993.59,3201,2017,First Owner,9.8,maruti,9,1,0,1,0,1,"[0.21428571428571425, 0.002676123550822955, 0.9500000000000002, 0.0, 1, 0, 1, 0]"
santro xing,2521.19,82748,2009,Second Owner,8.0,hyundai,17,2,0,1,0,1,"[0.7857142857142856, 0.09571703268426421, 0.5, 0.5, 1, 0, 1, 0]"
santro xing gl,2129.99,60908,2012,First Owner,7.6,hyundai,14,1,0,1,0,1,"[0.5714285714285714, 0.07017221697186328, 0.3999999999999999, 0.0, 1, 0, 1, 0]"
polo comfortline1.2 l,3076.79,63748,2013,First Owner,8.0,volkswagen,13,1,0,1,0,1,"[0.49999999999999994, 0.07349397872201065, 0.5, 0.0, 1, 0, 1, 0]"
q335 tdi,19304.39,87155,2015,First Owner,8.8,audi,11,1,1,0,1,0,"[0.35714285714285715, 0.10087161156908797, 0.7000000000000002, 0.0, 0, 1, 0, 1]"
q335 tdi,20366.39,30500,2015,First Owner,9.6,audi,11,1,1,0,1,0,"[0.35714285714285715, 0.03460597355690505, 0.8999999999999999, 0.0, 0, 1, 0, 1]"
eeco5 strcngwithac,4797.59,72425,2017,First Owner,8.8,maruti,9,1,0,1,0,1,"[0.21428571428571425, 0.08364289657624613, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
verna fluidic1.6 excrdi,4529.99,119439,2013,Second Owner,8.6,hyundai,13,2,1,0,1,0,"[0.49999999999999994, 0.13863208915421393, 0.6499999999999999, 0.5, 0, 1, 0, 1]"
vitara brezza,7184.39,60027,2016,First Owner,9.0,maruti,10,1,1,0,0,1,"[0.28571428571428564, 0.06914176904866615, 0.75, 0.0, 0, 1, 1, 0]"
ecosport1.5 titaniumtivct,6531.59,71487,2014,Second Owner,9.0,ford,12,2,0,1,1,0,"[0.42857142857142855, 0.08254577949116225, 0.75, 0.5, 1, 0, 0, 1]"
zen estilo,2573.99,31830,2011,Second Owner,8.8,maruti,15,2,0,1,0,1,"[0.6428571428571428, 0.0361615873342628, 0.7000000000000002, 0.5, 1, 0, 1, 0]"
go,2271.59,27123,2014,First Owner,7.0,datsun,12,1,0,1,0,1,"[0.42857142857142855, 0.030656118123719246, 0.25, 0.0, 1, 0, 1, 0]"
swift,3622.79,112723,2012,First Owner,9.0,maruti,14,1,1,0,0,1,"[0.5714285714285714, 0.13077682439576685, 0.75, 0.0, 0, 1, 1, 0]"
amaze1.2 emti,4455.59,45940,2015,First Owner,8.6,honda,11,1,0,1,0,1,"[0.35714285714285715, 0.05266512898728373, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
celerio zxi,4762.79,25538,2017,First Owner,9.2,maruti,9,1,0,1,1,0,"[0.21428571428571425, 0.028802247569499676, 0.7999999999999998, 0.0, 1, 0, 0, 1]"
series320 d,11449.19,104921,2012,Third Owner,9.0,bmw3,14,3,1,0,1,0,"[0.5714285714285714, 0.12165133665821411, 0.75, 1.0, 0, 1, 0, 1]"
magna1.1,3681.59,31584,2014,First Owner,8.6,hyundaii10,12,1,0,1,0,1,"[0.42857142857142855, 0.03587385726717257, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
wagon r1.0 lxi,3898.79,26141,2015,First Owner,8.4,maruti,11,1,0,1,0,1,"[0.35714285714285715, 0.02950753712419646, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
creta1.6 sxplus,11176.79,41831,2017,First Owner,9.8,hyundai,9,1,0,1,0,1,"[0.21428571428571425, 0.04785910115934163, 0.9500000000000002, 0.0, 1, 0, 1, 0]"
alto k10,3871.19,19792,2017,Second Owner,9.6,maruti,9,2,0,1,0,1,"[0.21428571428571425, 0.022081528197546572, 0.8999999999999999, 0.5, 1, 0, 1, 0]"
ecosport1.5 titaniumtivct,6674.39,46594,2015,First Owner,8.6,ford,11,1,0,1,1,0,"[0.35714285714285715, 0.053430069897352876, 0.6499999999999999, 0.0, 1, 0, 0, 1]"
ecosport,8799.48,20861,2018,Second Owner,9.8,ford,8,2,0,1,1,0,"[0.14285714285714285, 0.0233318673915281, 0.9500000000000002, 0.5, 1, 0, 0, 1]"
swift dzire vxi1.2 bs,5817.59,39550,2015,First Owner,9.2,maruti,11,1,0,1,0,1,"[0.35714285714285715, 0.04519116504945214, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
city zx1.5,1502.39,188651,2007,First Owner,8.6,honda,19,1,0,1,0,1,"[0.9285714285714284, 0.21958482656660833, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
polo highline1.2 l,5600.39,45500,2016,First Owner,8.8,volkswagen,10,1,0,1,0,1,"[0.28571428571428564, 0.0521504898428947, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
wagon r1.0 lxi,5758.97,28560,2018,First Owner,9.0,maruti,8,1,0,1,0,1,"[0.14285714285714285, 0.032336882783917054, 0.75, 0.0, 1, 0, 1, 0]"
magna,1790.39,72565,2009,Second Owner,8.2,hyundaii10,17,2,0,1,0,1,"[0.7857142857142856, 0.08380664539491536, 0.5499999999999998, 0.5, 1, 0, 1, 0]"
celerio vxi,6056.39,24060,2019,First Owner,9.4,maruti,7,1,0,1,0,1,"[0.07142857142857145, 0.02707352789812016, 0.8500000000000001, 0.0, 1, 0, 1, 0]"
magnao1.4,4307.99,56549,2014,First Owner,9.2,hyundaii20,12,1,1,0,0,1,"[0.42857142857142855, 0.06507378053915469, 0.7999999999999998, 0.0, 0, 1, 1, 0]"
sportz1.2,6123.59,21100,2014,First Owner,9.2,hyundaii20,12,1,0,1,0,1,"[0.42857142857142855, 0.02361141001768487, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
magnao,3911.99,48219,2012,First Owner,8.2,hyundaii20,14,1,0,1,0,1,"[0.5714285714285714, 0.05533072582833509, 0.5499999999999998, 0.0, 1, 0, 1, 0]"
sportz1.2,2875.19,107693,2013,First Owner,8.4,hyundaii10,13,1,0,1,0,1,"[0.49999999999999994, 0.12489356326786501, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
vitara brezza zdiplusdual,9398.39,35989,2016,First Owner,9.8,maruti,10,1,1,0,0,1,"[0.28571428571428564, 0.0410260968831582, 0.9500000000000002, 0.0, 0, 1, 1, 0]"
ritz,2795.99,68342,2012,First Owner,8.6,maruti,14,1,1,0,0,1,"[0.5714285714285714, 0.07886727924319975, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
ritz,3357.59,104928,2010,Second Owner,7.8,maruti,16,2,1,0,0,1,"[0.7142857142857142, 0.12165952409914757, 0.44999999999999996, 0.5, 0, 1, 1, 0]"
superb elegance1.8 tsi,5200.79,84474,2012,Third Owner,8.4,skoda,14,3,0,1,1,0,"[0.5714285714285714, 0.09773582169157208, 0.6000000000000001, 1.0, 1, 0, 0, 1]"
swift lxi,5649.59,61191,2016,Second Owner,8.8,maruti,10,2,0,1,0,1,"[0.28571428571428564, 0.07050322351245895, 0.7000000000000002, 0.5, 1, 0, 1, 0]"
santro xing xlerlxeuro,1251.47,124360,2007,Second Owner,8.2,hyundai,19,2,0,1,0,1,"[0.9285714285714284, 0.1443878601304376, 0.5499999999999998, 0.5, 1, 0, 1, 0]"
grandi10 asta1.1(o),4694.39,64460,2014,First Owner,8.8,hyundai,12,1,1,0,0,1,"[0.42857142857142855, 0.07432675842838563, 0.7000000000000002, 0.0, 0, 1, 1, 0]"
grandi10 magna1.2,4465.19,49341,2015,First Owner,8.8,hyundai,11,1,0,1,0,1,"[0.35714285714285715, 0.056643055646527114, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
city vmt,7891.19,65099,2015,Second Owner,8.6,honda,11,2,0,1,0,1,"[0.35714285714285715, 0.07507415482216878, 0.6499999999999999, 0.5, 1, 0, 1, 0]"
magna1.1,3355.19,87828,2012,First Owner,7.6,hyundaii10,14,1,0,1,0,1,"[0.5714285714285714, 0.10165877553311937, 0.3999999999999999, 0.0, 1, 0, 1, 0]"
elitei20 sportz,7646.39,46056,2017,First Owner,9.4,hyundai,9,1,1,0,0,1,"[0.21428571428571425, 0.05280080657989539, 0.8500000000000001, 0.0, 0, 1, 1, 0]"
a62.0,15838.42,176188,2013,First Owner,8.8,audi,13,1,1,0,1,0,"[0.49999999999999994, 0.20500767280178905, 0.7000000000000002, 0.0, 0, 1, 0, 1]"
magna1.2,3562.79,63546,2011,First Owner,8.0,hyundaii10,15,1,0,1,0,1,"[0.6428571428571428, 0.07325771256935933, 0.5, 0.0, 1, 0, 1, 0]"
